id,title,url,console,description,mainImage,screenshots,genre,releaseDate,publisher,region,size,downloadCount,numberOfReviews,averageRating,downloadLink,directDownloadLink,romType
100188,007: Tomorrow Never Dies,https://romsfun.com/roms/playstation/007-tomorrow-never-dies.html,playstation,"Tomorrow Never Dies is a shooting action video game inspired by the classic sci-fi movie of the same name. The game is considered the first game about the famous 007 spy character and was released by Electronic Arts and MGM Interactive in 1999. Although it has been nearly two decades, the game still has many attractions for players on how to play and plot. The story tells the journey of performing the missions of super-spy James Bond. He was sent to regions around the world such as Russia, China, Japan, even Vietnam. Each mission thing must confront the dangers. But with intelligence, agent 007 has completed the mission, destroying many large-scale conspiracies around the world. In the game, players will be immersed in super spies. The game only has a single-player mode, and the player seeks to complete the assigned tasks. In addition to the main character, players can use another character named Wai-Lin when reaching a certain level. The game is divided into several levels and the world. Each world will have goals for players to complete. The number of enemies in each world is also quite large with a boss at the end. Your main weapon will be a gun with a limited number of bullets. Players can equip blood boxes to restore health by picking up on the road or buying with money earned. As a game was born quite a long time, the simple graphics when using 2D images mainly.",https://romsfun.com/wp-content/uploads/2019/09/Tomorrow_Never_Dies_Coverart.png,,FPS,"NA: November 16, 1999
EU: November 25, 1999
AU: 1999",Electronic Arts MGM Interactive,EU|JP|US,346.93 M,"5,106",1,4.4,https://romsfun.com/download/007-tomorrow-never-dies-25953,,
100029,A1 Racing,https://romsfun.com/roms/playstation/racing.html,playstation,"Racing as the title suggests is a simple racing game. It features both a short and a long distance race course, a mirrored version of the long course, plus different skill levels. Before a race begins, players select a car (out of 6 total), and then set whether they want automatic or manual transmission, and whether they want a drift or grip setting. Races have the player racing against 3 opponent racers. Players try to attain the fastest lap times and the fastest total race time while trying to defeat their opponents. The players fastest times can then be saved. The game also contains a brief tutorial that explains the controls and some techniques of racing.",http://romsfun.com/wp-content/uploads/2023/08/Racing.jpg,,Racing,"July 22, 1999",,Japan,60.87 M,"15,830",7,3.5,https://romsfun.com/download/racing-133470,,
100132,Ace Combat 2,https://romsfun.com/roms/playstation/ace-combat-8845.html,playstation,,http://romsfun.com/wp-content/uploads/2019/09/Ace_Combat_2.jpg,https://romsfun.com/wp-content/uploads/2026/01/Ace-Combat-2_0.jpg|https://romsfun.com/wp-content/uploads/2026/01/Ace-Combat-2_1.jpg|https://romsfun.com/wp-content/uploads/2026/01/Ace-Combat-2_2.jpg|https://romsfun.com/wp-content/uploads/2026/01/Ace-Combat-2_3.jpg,Fighting|Simulator,"JP: 30 May 1997
NA: 31 July 1997
EU: October 1997",Namco,EU|JP|US,342.93 M,"6,545",2,3.5,https://romsfun.com/download/ace-combat-8845-24027,,
100075,Ace Combat 3: Electrosphere,https://romsfun.com/roms/playstation/ace-combat-3-electrosphere-4506.html,playstation,,http://romsfun.com/wp-content/uploads/2019/09/Ace_Combat_3_cover.jpg,,Fighting|Other|Simulator,"JP: 27 May 1999
EU: 21 January 2000
NA: 2 March 2000",Namco,EU|JP|US,271.83 M,"9,151",6,4.8,https://romsfun.com/download/ace-combat-3-electrosphere-4506-25109,,Fan Translation
100163,Alien Trilogy,https://romsfun.com/roms/playstation/alien-trilogy.html,playstation,,https://romsfun.com/wp-content/uploads/2019/09/Alien_Trilogy.jpg,,FPS,"NA: February 29, 1996
EU: March 1996
JP: May 31, 1996",Acclaim Entertainment,EU|JP|US,445.45 M,"5,609",1,3.8,https://romsfun.com/download/alien-trilogy-22519,,
100032,Alone in the Dark: The New Nightmare,https://romsfun.com/roms/playstation/alone-in-the-dark-the-new-nightmare-3.html,playstation,,https://romsfun.com/wp-content/uploads/2019/09/220px-Alone_in_the_Dark_A_New_Nightmare.jpg,,Action|Other,"May 18, 2001",Infogrames,EU|US,427.1 M,"14,906",6,3.5,https://romsfun.com/download/alone-in-the-dark-the-new-nightmare-3-21929,,
100081,Alundra,https://romsfun.com/roms/playstation/alundra.html,playstation,,https://romsfun.com/wp-content/uploads/2019/09/Alundra.jpg,,Action|Adventure,"JP: April 11, 1997
NA: January 8, 1998
EU: June 5, 1998","Psygnosis, SCEI, Working Designs",EU|JP|US,41.6 M,"8,797",2,4.2,https://romsfun.com/download/alundra-25895,,Fan Translation
100115,Ape Escape,https://romsfun.com/roms/playstation/ape-escape.html,playstation,"Ape Escape is a role-playing game launched in 1996. The game is about Specter, a boy with a very difficult childhood but with his energy. He became very strong and was entrusted with the task of protecting the city’s security by the people of his city. One day, when the city was invaded and harmed by the mutant monkeys, Specter stood up to capture those monkeys and restore order to his city. Accompanying Specter is his friend, who will provide information on the location of the monkeys hiding in the city to let Specter know and carry out his mission. With 3D graphics technology, the movement of the characters in the game takes place more smoothly. The visual effects are very eye-catching, giving players the most realistic feeling. Locations in the city, also simulated by developers closest to reality. The appearance and costumes of the characters in the game are designed very modernly, which also makes a great attraction for the game.",https://romsfun.com/wp-content/uploads/2019/09/ApeEscapeNACover-1.jpg,,Platformer,"NA: May 31, 1999
JP: June 24, 1999
EU: July 2, 1999",Sony Computer Entertainment,EU|JP|US,42.22 M,"7,093",6,3.9,https://romsfun.com/download/ape-escape-25051,,
100118,Apocalypse,https://romsfun.com/roms/playstation/apocalypse.html,playstation,"Apocalypse is a shooting role-playing game, released by Neversoft for PlayStation in 1998. The game is adapted from a movie of the same name and is loved by many audiences around the world. The protagonist of the game is called Tony Hawk, a great scientist but has extremely evil thoughts. In the course of scientific research, Tony Hawk discovered a way to destroy the whole world, and Tony Hawk named that plan the end of the world. To complete his plan to destroy the world, Tony Hawk created underground wars, beasts, plagues and eventually death. With the mission to protect the world, players will play the role of a character named Trey Kincaid. He was a former colleague of Tony Hawk and only he knew how to break his plan.",https://romsfun.com/wp-content/uploads/2019/09/Apocalypse_starring_Bruce_Willis.jpg,,Action|Fighting,"NA: October 31, 1998
EU: November 1998",Activision,EU|JP|US,68.6 M,"6,977",3,4.2,https://romsfun.com/download/apocalypse-26291,,
100183,Arc the Lad,https://romsfun.com/roms/playstation/arc-the-lad.html,playstation,,http://romsfun.com/wp-content/uploads/2019/09/Arc_the_Lad_cover.jpg,,Role-Playing,"June 30, 1995",Sony Computer Entertainment,JP|Spanish,294.63 M,"5,223",4,4,https://romsfun.com/download/arc-the-lad-25977,,Fan Translation
