id,title,url,console,description,mainImage,screenshots,genre,releaseDate,publisher,region,size,downloadCount,numberOfReviews,averageRating,downloadLink,directDownloadLink,romType
60035,007 – Golden Eye,https://romsfun.com/roms/nintendo-64/007-golden-eye.html,nintendo-64,"GoldenEye 007 is a classic FPS game from Rare for the console device Nintendo 64. It was created based on the GoldenEye movie whose protagonist is James Bond, also known as agent 007. Therefore, the plot that the game is directing is quite similar to the story in the movie. There are even scenes rebuilt to bring the most authentic feeling to those who love this guy.",https://romsfun.com/wp-content/uploads/2019/08/goldeneye-007-n64-cover-front-31991-3.jpg,,Action|FPS,1997,Nintendo,US,10M,"4,531",24,3.8,https://romsfun.com/download/007-golden-eye-9584,https://github.com/huethiboss96/n64_cdn/raw/refs/heads/main/GoldenEye%20007%20(U)%20%5B!%5D.zip,
60051,007 – The World Is Not Enough,https://romsfun.com/roms/nintendo-64/007-the-world-is-not-enough.html,nintendo-64,"007 the World Is Not Enough is a first-person shooter game based on inspiration from the film of the same name. The game was developed by Eurocom and brought to market by Electronic Arts. This game received a lot of positive reviews from experts and gamers alike. This version is usually placed on the scale with the version of GoldenEye 007, also exploits the character James Bond, but is of Rare. Join the game, players will incarnate the role of this James Bond secret guy. This time around the event he performed the task of protecting Elektra King and chasing terrorist Renard. More than 14 missions will be assigned to players through the game one after another, with three different difficulty levels. External James Bond can use a variety of weapons, including guns, a watch to be able to use at any time stunned enemy, armor; In addition, there are other interesting items such as X-ray vision goggles or night vision goggles. Players can also participate in battles with their friends in this game, with three mini-games, deathmatch, Capture the flag, or King of the hill.",https://romsfun.com/wp-content/uploads/2019/08/007-The-World-Is-Not-Enough.jpg,,Action|FPS,2000,EA Games,EU|US,25.33MB,"3,133",3,4.3,https://romsfun.com/download/007-the-world-is-not-enough-9678,https://github.com/huethiboss96/n64_cdn/raw/refs/heads/main/007%20-%20The%20World%20is%20Not%20Enough%20(U)%20%5B!%5D.zip,
60147,AeroGauge,https://romsfun.com/roms/nintendo-64/aerogauge.html,nintendo-64,,https://romsfun.com/wp-content/uploads/2019/08/AeroGauge.jpg,,Racing,1997,ASCII Entertainment,EU|JP|US,3.33MB,"1,476",2,4,https://romsfun.com/download/aerogauge-10535,https://github.com/hoanghdtv/n64-roms/raw/refs/heads/main/AeroGauge.zip,
60076,Aidyn Chronicles – The First Mage,https://romsfun.com/roms/nintendo-64/aidyn-chronicles-the-first-mage.html,nintendo-64,,https://romsfun.com/wp-content/uploads/2019/08/Aidyn-Chronicles-The-First-Mage.jpg,,Adventure|Role-Playing,2001,THQ,EU|US,28.83MB,"2,247",3,3.9,https://romsfun.com/download/aidyn-chronicles-the-first-mage-10197,https://github.com/hoanghdtv/n64-roms/raw/refs/heads/main/Aidyn_Chronicles_%E2%80%93_The_First_Mage.zip,
60050,Armorines – Project S.W.A.R.M.,https://romsfun.com/roms/nintendo-64/armorines-project-s-w-a-r-m.html,nintendo-64,,https://romsfun.com/wp-content/uploads/2019/08/Armorines-Project-S.W.A.R.M..jpg,,Action|FPS,1999,Acclaim Entertainment,EU|US,13.28MB,"3,201",2,4.8,https://romsfun.com/download/armorines-project-s-w-a-r-m-10212,https://github.com/hoanghdtv/n64-roms/raw/refs/heads/main/Armorines_%E2%80%93_Project_S.W.A.R.M..zip,
60137,Army Men – Sarge’s Heroes 2,https://romsfun.com/roms/nintendo-64/army-men-sarges-heroes-2-3.html,nintendo-64,,https://romsfun.com/wp-content/uploads/2019/08/Army-Men-Sarges-Heroes-2.jpg,,Action|Adventure,2000,The 3DO Company,US,4.75MB,"1,534",1,4.3,https://romsfun.com/download/army-men-sarges-heroes-2-3-9754,https://github.com/hoanghdtv/n64-roms/raw/refs/heads/main/Army_Men_%E2%80%93_Sarge%E2%80%99s_Heroes_2.zip,
60158,Automobili Lamborghini,https://romsfun.com/roms/nintendo-64/automobili-lamborghini.html,nintendo-64,,https://romsfun.com/wp-content/uploads/2019/08/Automobili-Lamborghini.jpg,,Racing,1997,Titus Software Taito,EU|JP|US,2.68MB,"1,357",3,5,https://romsfun.com/download/automobili-lamborghini-10140,https://github.com/hoanghdtv/n64-roms/raw/refs/heads/main/Automobili_Lamborghini.zip,
60091,Banjo-Kazooie (Banjo To Kazooie No Daibouken),https://romsfun.com/roms/nintendo-64/banjo-kazooie-banjo-to-kazooie-no-daibouken.html,nintendo-64,"Banjo-Kazooie is the first game that paves the way for a series of famous and popular games also with the name Banjo-Kazooie, launched in the final years of the old millennium (1998). The game was developed by Rare and was released only for the Nintendo 64 series, until 2008, it was released on the Xbox 360. The game belongs to the platform genre, with three-dimensional graphics that was thoroughly polished to every detail. This is one of the strengths of the game. Evidence for this, in addition to the Console Action Game of the Year award, the game also received an award for Outstanding Achievement in Art/Graphics. Single-player is the only mode played throughout the timeline.",http://romsfun.com/wp-content/uploads/2019/08/Banjo-Kazooie.jpg,,Adventure|Platformer,1998,Nintendo,JP|Spanish|US,15.73MB,"2,010",6,4.1,https://romsfun.com/download/banjo-kazooie-banjo-to-kazooie-no-daibouken-9623,https://github.com/hoanghdtv/n64-roms/raw/refs/heads/main/Banjo-Kazooie_(Banjo_To_Kazooie_No_Daibouken).zip,Fan Translation
60161,Banjo-Tooie (Banjo To Kazooie No Daibouken 2),https://romsfun.com/roms/nintendo-64/banjo-tooie-banjo-to-kazooie-no-daibouken-2.html,nintendo-64,"If you’ve ever known the name Banjo-Kazooie, this is the successor to it. Banjo-Tooie is also in the Banjo-Kazooie series of the renowned developer, Rare. The game is one of the best-rated titles, released in the first years of the new millennium for the Nintendo 64 series by Nintendo. This version continues to be placed in a three-dimensional and very large world, which was received many compliments by experts and the gaming community.",https://romsfun.com/wp-content/uploads/2019/08/Banjo-Tooie.jpg,,Adventure|Platformer,2000,Nintendo,EU|JP|US,30.83MB,"1,343",2,4,https://romsfun.com/download/banjo-tooie-banjo-to-kazooie-no-daibouken-2-9651,https://github.com/hoanghdtv/n64-roms/raw/refs/heads/main/Banjo-Tooie_(Banjo_To_Kazooie_No_Daibouken_2).zip,
60106,Batman Beyond – Return Of The Joker,https://romsfun.com/roms/nintendo-64/batman-beyond-return-of-the-joker-3.html,nintendo-64,,https://romsfun.com/wp-content/uploads/2019/08/Batman-Beyond-Return-Of-The-Joker.jpg,,Action|Adventure,2000,Ubisoft,EU|US,2.70MB,"1,804",1,4.7,https://romsfun.com/download/batman-beyond-return-of-the-joker-3-9699,https://github.com/hoanghdtv/n64-roms/raw/refs/heads/main/Batman_Beyond_%E2%80%93_Return_Of_The_Joker.zip,
